"id","group","choice","opchoice","payoff","trial","age","gender"
102,1,0,1,0,45,20,2
102,1,0,1,0,46,20,2
102,1,0,0,50,47,20,2
102,1,0,1,0,48,20,2
102,1,0,1,0,49,20,2
102,1,1,1,50,50,20,2
102,1,1,0,0,51,20,2
102,1,0,0,50,52,20,2
102,1,1,0,0,53,20,2
102,1,0,0,50,54,20,2
102,1,1,0,0,55,20,2
102,1,0,0,50,56,20,2
102,1,0,1,0,57,20,2
102,1,1,0,0,58,20,2
102,1,1,0,0,59,20,2
102,1,0,0,50,60,20,2
102,1,0,0,50,61,20,2
102,1,0,0,50,62,20,2
102,1,0,1,0,63,20,2
102,1,0,0,50,64,20,2
102,1,1,0,0,65,20,2
102,1,0,1,0,66,20,2
102,1,0,0,50,67,20,2
102,1,0,1,0,68,20,2
102,1,1,1,50,69,20,2
102,1,0,0,50,70,20,2
102,1,0,0,50,71,20,2
102,1,1,0,0,72,20,2
102,1,0,0,50,73,20,2
102,1,0,1,0,74,20,2
102,1,0,1,0,75,20,2
102,1,0,1,0,76,20,2
102,1,0,0,50,77,20,2
102,1,0,0,50,79,20,2
102,1,0,1,0,80,20,2
102,1,1,0,0,81,20,2
102,1,1,0,0,82,20,2
102,1,0,1,0,83,20,2
102,1,0,0,50,84,20,2
102,1,0,1,0,85,20,2
102,1,0,1,0,86,20,2
102,1,1,1,50,87,20,2
102,1,0,0,50,88,20,2
102,1,1,0,0,89,20,2
102,1,0,0,50,90,20,2
102,1,0,1,0,91,20,2
102,1,0,0,50,92,20,2
102,1,0,1,0,93,20,2
102,1,0,0,50,94,20,2
102,1,0,1,0,95,20,2
102,1,0,1,0,96,20,2
102,1,1,1,50,97,20,2
102,1,0,0,50,98,20,2
102,1,0,1,0,99,20,2
102,1,0,1,0,100,20,2
102,1,0,0,50,101,20,2
102,1,0,1,0,102,20,2
102,1,1,0,0,103,20,2
102,1,0,0,50,104,20,2
102,1,1,1,50,105,20,2
102,1,0,0,50,106,20,2
102,1,0,0,50,107,20,2
102,1,1,1,50,108,20,2
102,1,1,0,0,109,20,2
102,1,0,0,50,110,20,2
102,1,0,1,0,111,20,2
102,1,1,1,50,112,20,2
102,1,0,0,50,113,20,2
102,1,1,0,0,114,20,2
102,1,0,0,50,115,20,2
102,1,0,1,0,116,20,2
102,1,1,0,0,117,20,2
102,1,0,0,50,118,20,2
102,1,1,0,0,119,20,2
102,1,1,1,50,120,20,2
102,1,0,0,50,121,20,2
102,1,0,0,50,122,20,2
102,1,1,0,0,123,20,2
102,1,0,0,50,124,20,2
102,1,0,1,0,125,20,2
102,1,0,0,50,126,20,2
102,1,1,0,0,127,20,2
102,1,0,0,50,128,20,2
102,1,0,0,50,129,20,2
102,1,0,1,0,130,20,2
102,1,1,1,50,131,20,2
102,1,1,0,0,132,20,2
102,1,0,0,50,133,20,2
102,1,1,0,0,134,20,2
102,1,0,0,50,135,20,2
102,1,1,1,50,136,20,2
102,1,1,0,0,137,20,2
102,1,1,0,0,138,20,2
102,1,0,0,50,139,20,2
102,1,0,0,50,140,20,2
102,1,1,1,50,141,20,2
102,1,0,0,50,142,20,2
102,1,0,0,50,143,20,2
102,1,0,0,50,144,20,2
102,1,1,1,50,145,20,2
102,1,0,1,0,146,20,2
102,1,0,1,0,147,20,2
102,1,1,0,0,148,20,2
102,1,0,0,50,149,20,2
102,1,0,0,50,150,20,2
103,1,1,0,0,1,28,1
103,1,0,0,50,2,28,1
103,1,0,0,50,3,28,1
103,1,1,1,50,4,28,1
103,1,1,0,0,5,28,1
103,1,0,0,50,6,28,1
103,1,0,0,50,7,28,1
103,1,1,0,0,8,28,1
103,1,0,0,50,9,28,1
103,1,0,1,0,10,28,1
103,1,0,1,0,11,28,1
103,1,0,1,0,12,28,1
103,1,0,1,0,13,28,1
103,1,1,1,50,14,28,1
103,1,1,0,0,15,28,1
103,1,0,0,50,16,28,1
103,1,1,0,0,17,28,1
103,1,0,0,50,18,28,1
103,1,0,1,0,19,28,1
103,1,1,1,50,20,28,1
103,1,1,0,0,21,28,1
103,1,0,0,50,22,28,1
103,1,0,0,50,23,28,1
103,1,0,0,50,24,28,1
103,1,0,0,50,25,28,1
103,1,1,1,50,26,28,1
103,1,0,0,50,27,28,1
103,1,0,1,0,28,28,1
103,1,1,0,0,29,28,1
103,1,1,0,0,30,28,1
103,1,1,0,0,31,28,1
103,1,0,0,50,32,28,1
103,1,0,0,50,33,28,1
103,1,1,0,0,34,28,1
103,1,0,1,0,35,28,1
103,1,1,0,0,36,28,1
103,1,0,0,50,37,28,1
103,1,0,1,0,38,28,1
103,1,0,1,0,39,28,1
103,1,0,0,50,40,28,1
103,1,0,0,50,41,28,1
103,1,1,0,0,42,28,1
103,1,0,0,50,43,28,1
103,1,0,1,0,44,28,1
103,1,0,0,50,45,28,1
103,1,0,1,0,46,28,1
103,1,0,1,0,47,28,1
103,1,1,0,0,48,28,1
103,1,0,0,50,49,28,1
103,1,1,0,0,50,28,1
103,1,0,0,50,51,28,1
103,1,0,0,50,52,28,1
103,1,0,1,0,53,28,1
103,1,0,0,50,54,28,1
103,1,0,0,50,55,28,1
103,1,0,1,0,56,28,1
103,1,1,0,0,57,28,1
103,1,0,1,0,58,28,1
103,1,1,1,50,59,28,1
103,1,1,0,0,60,28,1
103,1,0,0,50,61,28,1
103,1,0,0,50,62,28,1
103,1,0,0,50,63,28,1
103,1,0,1,0,64,28,1
103,1,0,1,0,65,28,1
103,1,0,1,0,66,28,1
103,1,0,1,0,68,28,1
103,1,0,1,0,69,28,1
103,1,0,1,0,70,28,1
103,1,0,0,50,71,28,1
103,1,1,1,50,72,28,1
103,1,1,1,50,73,28,1
103,1,1,0,0,74,28,1
103,1,0,0,50,75,28,1
103,1,0,1,0,76,28,1
103,1,0,1,0,77,28,1
103,1,0,0,50,78,28,1
103,1,1,0,0,79,28,1
103,1,1,0,0,80,28,1
103,1,1,0,0,81,28,1
103,1,0,0,50,82,28,1
103,1,0,1,0,83,28,1
103,1,0,0,50,84,28,1
103,1,0,1,0,85,28,1
103,1,0,1,0,86,28,1
103,1,0,1,0,87,28,1
103,1,1,1,50,88,28,1
103,1,1,1,50,89,28,1
103,1,1,0,0,90,28,1
103,1,0,0,50,91,28,1
103,1,0,0,50,92,28,1
103,1,1,0,0,93,28,1
103,1,0,0,50,94,28,1
103,1,1,1,50,95,28,1
103,1,0,0,50,96,28,1
103,1,1,0,0,97,28,1
103,1,0,1,0,98,28,1
103,1,0,0,50,99,28,1
103,1,0,1,0,100,28,1
103,1,1,1,50,101,28,1
103,1,0,0,50,102,28,1
103,1,0,0,50,103,28,1
103,1,0,0,50,104,28,1
103,1,0,0,50,105,28,1
103,1,1,1,50,106,28,1
103,1,0,0,50,107,28,1
103,1,0,0,50,108,28,1
103,1,0,0,50,109,28,1
103,1,0,1,0,110,28,1
103,1,1,1,50,111,28,1
103,1,0,0,50,112,28,1
103,1,0,0,50,113,28,1
103,1,0,0,50,114,28,1
103,1,0,1,0,115,28,1
103,1,1,0,0,116,28,1
103,1,0,0,50,117,28,1
103,1,0,1,0,118,28,1
103,1,0,0,50,119,28,1
103,1,0,1,0,120,28,1
103,1,1,1,50,121,28,1
103,1,0,0,50,122,28,1
103,1,0,0,50,123,28,1
103,1,0,1,0,124,28,1
103,1,0,1,0,125,28,1
103,1,1,1,50,126,28,1
103,1,0,0,50,127,28,1
103,1,1,1,50,128,28,1
103,1,0,0,50,129,28,1
103,1,0,0,50,130,28,1
103,1,1,1,50,131,28,1
103,1,0,0,50,132,28,1
103,1,0,0,50,133,28,1
103,1,0,0,50,134,28,1
103,1,0,1,0,135,28,1
103,1,0,1,0,136,28,1
103,1,1,1,50,137,28,1
103,1,0,0,50,138,28,1
103,1,1,0,0,139,28,1
103,1,0,0,50,140,28,1
103,1,0,0,50,141,28,1
103,1,0,1,0,142,28,1
103,1,0,1,0,143,28,1
103,1,1,0,0,144,28,1
103,1,0,0,50,145,28,1
103,1,0,0,50,146,28,1
103,1,0,1,0,147,28,1
103,1,1,0,0,148,28,1
103,1,1,0,0,149,28,1
103,1,0,0,50,150,28,1
104,1,0,0,50,1,27,2
104,1,0,1,0,2,27,2
104,1,0,0,50,3,27,2
104,1,1,1,50,4,27,2
104,1,1,0,0,5,27,2
104,1,0,0,50,6,27,2
104,1,1,0,0,7,27,2
104,1,1,0,0,8,27,2
104,1,0,0,50,9,27,2
104,1,0,0,50,10,27,2
104,1,0,1,0,11,27,2
104,1,0,1,0,12,27,2
104,1,0,0,50,13,27,2
104,1,1,1,50,14,27,2
104,1,1,0,0,15,27,2
104,1,0,0,50,16,27,2
104,1,0,0,50,17,27,2
104,1,1,1,50,18,27,2
104,1,1,0,0,19,27,2
104,1,0,0,50,20,27,2
104,1,0,0,50,21,27,2
104,1,0,1,0,22,27,2
104,1,0,1,0,23,27,2
104,1,0,1,0,24,27,2
104,1,0,0,50,25,27,2
104,1,0,1,0,26,27,2
104,1,1,1,50,27,27,2
104,1,1,0,0,28,27,2
104,1,0,1,0,29,27,2
104,1,1,1,50,30,27,2
104,1,0,0,50,31,27,2
104,1,0,0,50,32,27,2
104,1,1,1,50,33,27,2
104,1,1,0,0,34,27,2
104,1,0,0,50,35,27,2
104,1,0,0,50,36,27,2
104,1,0,0,50,37,27,2
104,1,1,1,50,38,27,2
104,1,1,0,0,39,27,2
104,1,0,0,50,40,27,2
104,1,0,0,50,41,27,2
104,1,1,0,0,42,27,2
104,1,0,0,50,43,27,2
104,1,0,0,50,44,27,2
104,1,1,1,50,45,27,2
104,1,0,0,50,46,27,2
104,1,0,0,50,47,27,2
104,1,0,1,0,48,27,2
104,1,0,1,0,49,27,2
104,1,0,1,0,50,27,2
104,1,0,0,50,51,27,2
104,1,0,0,50,52,27,2
104,1,1,1,50,53,27,2
104,1,1,0,0,54,27,2
104,1,0,0,50,55,27,2
104,1,0,0,50,56,27,2
104,1,1,1,50,57,27,2
104,1,0,0,50,58,27,2
104,1,0,0,50,59,27,2
104,1,0,0,50,60,27,2
104,1,1,1,50,61,27,2
104,1,1,0,0,62,27,2
104,1,0,0,50,63,27,2
104,1,0,0,50,64,27,2
104,1,0,0,50,65,27,2
104,1,1,1,50,66,27,2
104,1,0,0,50,67,27,2
104,1,0,1,0,68,27,2
104,1,0,1,0,69,27,2
104,1,0,0,50,70,27,2
104,1,0,1,0,71,27,2
104,1,0,0,50,72,27,2
104,1,0,1,0,73,27,2
104,1,1,1,50,74,27,2
104,1,0,0,50,75,27,2
104,1,1,0,0,76,27,2
104,1,1,0,0,77,27,2
104,1,1,0,0,78,27,2
104,1,0,0,50,79,27,2
104,1,0,0,50,80,27,2
104,1,1,0,0,81,27,2
104,1,0,0,50,82,27,2
104,1,0,1,0,83,27,2
104,1,1,0,0,84,27,2
104,1,0,1,0,85,27,2
104,1,0,1,0,86,27,2
104,1,0,1,0,87,27,2
104,1,0,0,50,88,27,2
104,1,0,0,50,89,27,2
104,1,0,1,0,90,27,2
104,1,1,1,50,91,27,2
104,1,0,0,50,92,27,2
104,1,0,1,0,93,27,2
104,1,0,0,50,94,27,2
104,1,0,1,0,95,27,2
104,1,0,1,0,96,27,2
104,1,1,1,50,97,27,2
104,1,1,0,0,98,27,2
104,1,0,1,0,99,27,2
104,1,0,1,0,100,27,2
104,1,1,0,0,101,27,2
104,1,1,0,0,102,27,2
104,1,0,0,50,103,27,2
104,1,0,0,50,104,27,2
104,1,1,1,50,105,27,2
104,1,1,0,0,106,27,2
104,1,0,0,50,107,27,2
104,1,1,1,50,108,27,2
104,1,0,0,50,109,27,2
104,1,0,0,50,110,27,2
104,1,0,1,0,111,27,2
104,1,1,1,50,112,27,2
104,1,0,0,50,113,27,2
104,1,0,0,50,114,27,2
104,1,0,0,50,115,27,2
104,1,1,1,50,116,27,2
104,1,1,0,0,117,27,2
104,1,0,0,50,118,27,2
104,1,0,0,50,119,27,2
104,1,1,1,50,120,27,2
104,1,0,0,50,121,27,2
104,1,0,0,50,122,27,2
104,1,0,1,0,123,27,2
104,1,1,0,0,124,27,2
104,1,0,0,50,125,27,2
104,1,0,0,50,126,27,2
104,1,1,0,0,127,27,2
104,1,1,0,0,128,27,2
104,1,1,0,0,129,27,2
104,1,0,0,50,130,27,2
104,1,1,1,50,131,27,2
104,1,1,0,0,132,27,2
104,1,0,0,50,133,27,2
104,1,0,0,50,134,27,2
104,1,0,1,0,135,27,2
104,1,0,1,0,136,27,2
104,1,0,1,0,137,27,2
104,1,1,1,50,138,27,2
104,1,0,0,50,139,27,2
104,1,0,0,50,140,27,2
104,1,1,1,50,141,27,2
104,1,0,0,50,142,27,2
104,1,0,0,50,143,27,2
104,1,0,0,50,144,27,2
104,1,0,1,0,145,27,2
104,1,1,1,50,146,27,2
104,1,0,0,50,147,27,2
104,1,0,0,50,148,27,2
104,1,0,1,0,149,27,2
104,1,1,1,50,150,27,2
105,1,1,0,0,1,22,1
105,1,1,1,50,2,22,1
105,1,0,0,50,3,22,1
105,1,0,1,0,4,22,1
105,1,0,0,50,5,22,1
105,1,1,0,0,6,22,1
105,1,1,0,0,7,22,1
105,1,1,0,0,8,22,1
105,1,1,1,50,9,22,1
105,1,0,1,0,10,22,1
105,1,0,0,50,11,22,1
105,1,0,1,0,12,22,1
105,1,0,1,0,13,22,1
105,1,0,0,50,14,22,1
105,1,0,1,0,15,22,1
105,1,1,0,0,16,22,1
105,1,1,0,0,17,22,1
105,1,1,1,50,18,22,1
105,1,1,0,0,19,22,1
105,1,0,1,0,20,22,1
105,1,0,0,50,21,22,1
105,1,1,0,0,22,22,1
105,1,1,1,50,23,22,1
105,1,0,0,50,24,22,1
105,1,0,0,50,25,22,1
105,1,1,1,50,26,22,1
105,1,1,0,0,27,22,1
105,1,1,0,0,28,22,1
105,1,0,0,50,29,22,1
105,1,1,0,0,30,22,1
105,1,0,0,50,31,22,1
105,1,0,0,50,32,22,1
105,1,0,0,50,33,22,1
105,1,1,0,0,34,22,1
105,1,0,0,50,35,22,1
105,1,0,1,0,36,22,1
105,1,0,1,0,37,22,1
105,1,0,0,50,38,22,1
105,1,0,1,0,39,22,1
105,1,0,0,50,40,22,1
105,1,0,1,0,41,22,1
105,1,0,1,0,42,22,1
105,1,0,1,0,43,22,1
105,1,0,1,0,44,22,1
105,1,1,0,0,45,22,1
105,1,0,0,50,46,22,1
105,1,0,0,50,47,22,1
105,1,0,1,0,48,22,1
105,1,1,1,50,49,22,1
105,1,0,0,50,50,22,1
105,1,1,0,0,51,22,1
105,1,0,0,50,52,22,1
105,1,0,1,0,53,22,1
105,1,0,0,50,54,22,1
105,1,1,0,0,55,22,1
105,1,0,0,50,56,22,1
105,1,0,1,0,57,22,1
105,1,1,1,50,58,22,1
105,1,1,0,0,59,22,1
105,1,0,0,50,60,22,1
105,1,0,0,50,61,22,1
105,1,1,1,50,62,22,1
105,1,0,0,50,63,22,1
105,1,1,1,50,64,22,1
105,1,0,1,0,65,22,1
105,1,0,0,50,66,22,1
105,1,0,0,50,67,22,1
105,1,0,0,50,68,22,1
105,1,0,0,50,69,22,1
105,1,1,1,50,70,22,1
105,1,1,0,0,71,22,1
105,1,0,0,50,72,22,1
105,1,0,0,50,73,22,1
105,1,0,1,0,74,22,1
105,1,0,0,50,75,22,1
105,1,0,0,50,76,22,1
105,1,0,1,0,77,22,1
105,1,0,1,0,78,22,1
105,1,0,1,0,79,22,1
105,1,1,0,0,80,22,1
105,1,1,1,50,81,22,1
105,1,0,0,50,82,22,1
105,1,0,0,50,83,22,1
105,1,0,1,0,84,22,1
105,1,0,0,50,85,22,1
105,1,1,1,50,86,22,1
105,1,1,0,0,87,22,1
105,1,0,0,50,88,22,1
105,1,0,0,50,89,22,1
105,1,0,0,50,90,22,1
105,1,0,0,50,91,22,1
105,1,0,1,0,92,22,1
105,1,1,1,50,93,22,1
105,1,1,1,50,94,22,1
105,1,0,0,50,95,22,1
105,1,1,0,0,96,22,1
105,1,0,0,50,97,22,1
105,1,0,0,50,98,22,1
105,1,1,0,0,99,22,1
105,1,0,0,50,100,22,1
105,1,1,1,50,101,22,1
105,1,0,0,50,102,22,1
105,1,0,0,50,103,22,1
105,1,0,0,50,104,22,1
105,1,0,1,0,105,22,1
105,1,0,0,50,106,22,1
105,1,0,1,0,107,22,1
105,1,0,1,0,108,22,1
105,1,1,1,50,109,22,1
105,1,0,0,50,110,22,1
105,1,0,0,50,111,22,1
105,1,1,0,0,112,22,1
105,1,1,1,50,113,22,1
105,1,0,0,50,114,22,1
105,1,0,1,0,115,22,1
105,1,1,0,0,116,22,1
105,1,0,1,0,117,22,1
105,1,0,0,50,118,22,1
105,1,0,0,50,119,22,1
105,1,0,0,50,120,22,1
105,1,0,1,0,121,22,1
105,1,0,0,50,122,22,1
105,1,1,1,50,123,22,1
105,1,0,1,0,124,22,1
105,1,0,1,0,125,22,1
105,1,0,0,50,126,22,1
105,1,0,0,50,127,22,1
105,1,1,0,0,128,22,1
105,1,0,1,0,129,22,1
105,1,0,0,50,130,22,1
105,1,0,1,0,131,22,1
105,1,0,0,50,132,22,1
105,1,0,0,50,133,22,1
105,1,1,0,0,134,22,1
105,1,1,0,0,135,22,1
105,1,0,1,0,136,22,1
105,1,0,0,50,137,22,1
105,1,0,1,0,138,22,1
105,1,0,0,50,139,22,1
105,1,0,1,0,140,22,1
105,1,0,1,0,141,22,1
105,1,0,0,50,142,22,1
105,1,0,1,0,143,22,1
105,1,1,1,50,144,22,1
105,1,0,0,50,145,22,1
105,1,1,0,0,146,22,1
105,1,0,0,50,147,22,1
105,1,0,0,50,148,22,1
105,1,0,0,50,149,22,1
106,1,0,0,50,1,22,2
106,1,0,1,0,2,22,2
106,1,0,0,50,3,22,2
106,1,0,1,0,4,22,2
106,1,0,0,50,5,22,2
106,1,0,1,0,6,22,2
106,1,0,0,50,7,22,2
106,1,1,1,50,8,22,2
106,1,0,0,50,9,22,2
106,1,0,0,50,10,22,2
106,1,0,1,0,11,22,2
106,1,0,1,0,12,22,2
106,1,0,0,50,13,22,2
106,1,0,1,0,14,22,2
106,1,0,1,0,15,22,2
106,1,0,1,0,16,22,2
106,1,0,0,50,17,22,2
106,1,1,1,50,18,22,2
106,1,0,0,50,19,22,2
106,1,0,0,50,20,22,2
106,1,1,1,50,21,22,2
106,1,0,1,0,22,22,2
106,1,0,1,0,23,22,2
106,1,0,1,0,24,22,2
106,1,0,0,50,25,22,2
106,1,1,1,50,26,22,2
106,1,0,0,50,27,22,2
106,1,1,0,0,28,22,2
106,1,0,1,0,29,22,2
106,1,0,1,0,30,22,2
106,1,0,0,50,31,22,2
106,1,0,1,0,32,22,2
106,1,1,1,50,33,22,2
106,1,1,0,0,34,22,2
106,1,0,0,50,35,22,2
106,1,0,0,50,36,22,2
106,1,0,0,50,37,22,2
106,1,0,1,0,38,22,2
106,1,0,0,50,39,22,2
106,1,0,0,50,40,22,2
106,1,0,0,50,41,22,2
106,1,0,1,0,42,22,2
106,1,0,1,0,43,22,2
106,1,0,0,50,44,22,2
106,1,0,1,0,45,22,2
106,1,0,1,0,46,22,2
106,1,0,0,50,47,22,2
106,1,0,1,0,48,22,2
106,1,0,1,0,49,22,2
106,1,0,1,0,50,22,2
106,1,0,0,50,51,22,2
106,1,0,0,50,52,22,2
106,1,0,1,0,53,22,2
106,1,0,1,0,54,22,2
106,1,0,0,50,55,22,2
106,1,0,1,0,56,22,2
106,1,0,1,0,57,22,2
106,1,0,0,50,58,22,2
106,1,0,0,50,59,22,2
106,1,0,1,0,60,22,2
106,1,0,0,50,61,22,2
106,1,0,1,0,62,22,2
106,1,0,1,0,63,22,2
106,1,0,0,50,64,22,2
106,1,0,0,50,65,22,2
106,1,1,1,50,66,22,2
106,1,0,0,50,67,22,2
106,1,0,1,0,68,22,2
106,1,0,1,0,69,22,2
106,1,0,0,50,70,22,2
106,1,0,1,0,71,22,2
106,1,0,0,50,72,22,2
106,1,0,1,0,73,22,2
106,1,0,1,0,74,22,2
106,1,0,1,0,75,22,2
106,1,0,1,0,76,22,2
106,1,0,0,50,77,22,2
106,1,0,1,0,78,22,2
106,1,0,1,0,79,22,2
106,1,0,1,0,80,22,2
106,1,0,0,50,81,22,2
106,1,1,1,50,82,22,2
106,1,0,1,0,83,22,2
106,1,0,0,50,84,22,2
106,1,1,1,50,85,22,2
106,1,0,1,0,86,22,2
106,1,0,1,0,87,22,2
106,1,0,0,50,88,22,2
106,1,1,0,0,89,22,2
106,1,1,0,0,90,22,2
106,1,1,0,0,91,22,2
106,1,0,0,50,92,22,2
106,1,0,1,0,93,22,2
106,1,0,0,50,94,22,2
106,1,0,1,0,95,22,2
106,1,0,1,0,96,22,2
106,1,0,1,0,97,22,2
106,1,0,1,0,98,22,2
106,1,0,1,0,99,22,2
106,1,0,1,0,100,22,2
106,1,0,0,50,101,22,2
106,1,0,1,0,102,22,2
106,1,0,0,50,103,22,2
106,1,0,0,50,104,22,2
106,1,0,1,0,105,22,2
106,1,0,1,0,106,22,2
106,1,0,1,0,107,22,2
106,1,0,1,0,108,22,2
106,1,0,1,0,109,22,2
106,1,0,1,0,110,22,2
106,1,0,1,0,111,22,2
106,1,0,1,0,112,22,2
106,1,0,1,0,113,22,2
106,1,0,0,50,114,22,2
106,1,0,0,50,115,22,2
106,1,0,1,0,116,22,2
106,1,1,0,0,117,22,2
106,1,0,0,50,118,22,2
106,1,0,0,50,119,22,2
106,1,0,1,0,120,22,2
106,1,0,1,0,121,22,2
106,1,0,1,0,122,22,2
106,1,1,1,50,123,22,2
106,1,0,0,50,124,22,2
